"creators_name.family","creators_name.given","title","date","related_url","pages_aacr","thesis_degree_name"
"Locke","Sean","A molecular approach to the community ecology of parasites of freshwater fish ","2010","http://clues.concordia.ca/search/c?SEARCH=LE 3 C66B56P 2010 L63","xi, 170 leaves : ill. ; 29 cm.","Ph.D."
"Lockhart","Elizabeth Keele","""The river flowed both ways"" : the vision of Margaret Laurence ","1974","http://clues.concordia.ca/search/c?SEARCH=PS 8523 A77Z855+","ii, 127 leaves ; 29 cm.","Theses (M.A.)"
"Lodge","Ernest Gary","A critique of Lawrence Kohlberg's theoretical writings on moral development ","1980","http://clues.concordia.ca/search/c?SEARCH=BF 723 M54L62+","151 leaves ; 29 cm.","Theses (M.A.)"
"Lodhi","Sadqat Dad Khan","Traffic safety on bridges ","1975","http://clues.concordia.ca/search/c?SEARCH=TG 145 L6+","vi, 80 leaves : ill. ; 29 cm.","Theses (M.Eng.)"
"Loeschner","Kristina","Symmetry in combinatorial optimization ","2002","http://clues.concordia.ca/search/c?SEARCH=QA 402.5 L64 2002","viii, 53 leaves : ill. ; 29 cm.","Theses (M.Sc.)"
"Loewen","Grant","Brick : a novel ","1989","http://clues.concordia.ca/search/c?SEARCH=PS 8573 O38B7+ 1989","iii, 172 leaves ; 29 cm.","Theses (M.A.)"
"Logan","Helen M","Specific instructions as a priming strategy on printed information : its effect on recall of medication instruction in elderly subjects ","1984","http://clues.concordia.ca/search/c?SEARCH=HQ 1061 L63+ 1984","iii, 120 leaves : ill., facsims., forms ; 29 cm.","Theses (M.A.)"
"Loghmany","Alireza","Treatment of the impacts of transport inflexion points and charge trapping at the surface states on drain current of AIGaN/GaN HFETs ","2010","http://clues.concordia.ca/search/c?SEARCH=LE 3 C66E44M 2010 L64","xi, 101 leaves : ill. ; 29 cm.","M.A. Sc."
"Logiudice","Vito","Design, fabrication and testing of silicon interdigitated back contact (IBC) solar cells ","1993","http://clues.concordia.ca/search/c?SEARCH=TK 2960 L64 1993","xvi, 176 leaves : ill. ; 29 cm.","Theses (M.A.Sc.)"
"Lonbani","Siavash Sadri","Design and optimization of a silicon base micro heat exchanger ","2004","http://clues.concordia.ca/search/c?SEARCH=TP 363 L66 2004","xvii, 170 leaves : ill. ; 29 cm.","M.A. Sc."
"Loncke","Paul G","Hydrolytic cleavage of p-nitrophenyl esters of N-protected amino acids in the presence of cyclodextrins : transition state stabilization ","1998","http://clues.concordia.ca/search/c?SEARCH=TP 248 C94L66 1998","xiii, 91 leaves : ill. ; 29 cm.","Theses (M.Sc.)"
"Loncke","Paul G","Theoretical studies of intramolecular rearrangements of siloxycarbenes ","2003","http://clues.concordia.ca/search/c?SEARCH=QD 305 H7L66 2003","xv, 218 leaves : ill. (some col.) ; 29 cm.","Theses (Ph.D.)"
"Lonergan","Brian James","Mexico's maquiladora program : a case for revising development policy ","1993","http://clues.concordia.ca/search/c?SEARCH=HD 9734 M42L7 1993","179 leaves : ill., maps ; 29 cm.","Theses (M.A.)"
"Long","Yuan Yuan","A test of the market power hypothesis using horizontal mergers ","2003","http://clues.concordia.ca/search/c?SEARCH=HG 4024 M4L66 2003","ix, 60 leaves : ill. ; 29 cm.","Theses (M.Sc.Admin.)"
"Long","Shun Hong","Active control of shimmy oscillation in aircraft landing gear ","2006","http://clues.concordia.ca/search/c?SEARCH=LE 3 C66M43M 2006 L66","xv, 122 leaves : ill. ; 29 cm.","M.A. Sc."
"Long","Nancy","Smelling and tasting are believing : a studio inquiry into an intersensorial practice ","2007","http://clues.concordia.ca/search/c?SEARCH=LE 3 C66A33M 2007 L66","vii, 90  leaves : ill. ; 29 cm.","M.A."
"Long","Tao","Attack graph compression ","2009","http://clues.concordia.ca/search/c?SEARCH=LE 3 C66I54M 2009 L66","x, 72 leaves : ill. ; 29 cm.","M.A. Sc."
"Longacre","Judith","Camillo Sbarbaro and the Ligurian poetic tradition ","2003","http://clues.concordia.ca/search/c?SEARCH=PQ 4841 B3Z76 2003","iv, 73 leaves ; 29 cm.","Theses (M.A.)"
"Longchamps","Denis","La mémoire de l'histoire : la construction d'un stéréotype : l'habitant canadien-français dans les arts visuels au Québec ","2001","http://clues.concordia.ca/search/c?SEARCH=N 6546 Q4L66 2001","viii, 105 leaves : ill. ; 29 cm.","Theses (M.A.)"
"Longchamps","Denis","Elizabeth Simcoe (1762-1850) : une amateure et intellectuelle anglaise dans les Canadas ; son oeuvre écrite et dessinée, et le projet colonial ","2009","http://clues.concordia.ca/search/c?SEARCH=LE 3 C66A35P 2009 L66","xiii, 409 leaves : ill. ; 29 cm.","Ph. D."
"Longhi","G","Towards a liberatory pedagogy ","1995","http://clues.concordia.ca/search/c?SEARCH=LC 196 L66 1995","xv, 104 leaves ; 29 cm.","Theses (M.A.)"
"Lopes","Paulo Batista","A study of the active compensation of voltage amplifiers and RC-active filters ","1985","http://clues.concordia.ca/search/c?SEARCH=TK 7872 F5L66+ 1985","xvi, 243 leaves : ill. ; 29 cm.","Theses (Ph.D.)"
"Lopez","Luis Eduardo Sojo","Interactions of paraquat with humic acid : the effect of cations ","1988","http://clues.concordia.ca/search/c?SEARCH=SB 952 B5L65X 1988","xv, 272 leaves : ill. ; 29 cm.","Theses (Ph.D.)"
"Lopez","John Alexander","rK-Hist : an R-Tree based histogram for multi-dimensional selectivity estimation ","2007","http://clues.concordia.ca/search/c?SEARCH=LE 3 C66C67M 2007 L67","xii, 96 leaves : ill. ; 29 cm.","M. Comp. Sc."
"Lord","J. C","The universe of gay video pornography : ""the utterly confused category"" : (a conceptual and theoretical analysis) ","1996","http://clues.concordia.ca/search/c?SEARCH=PN 1995.9 H55L67 1996","ix, 221 leaves : ill. ; 29 cm.","Theses (M.A.)"
"Loreau","Régis","Leaving Massey behind : the advent of federal feature film policy ","2004","http://clues.concordia.ca/search/c?SEARCH=PN 1993.5 C2L67 2004","vii, 123 leaves ; 29 cm.","M.A."
"Lorimier","Sylvie de","Pretend play in middle childhood : the effects of toy structure ","1988","http://clues.concordia.ca/search/c?SEARCH=HQ 782 L67X 1988","150 leaves ; 29 cm.","Theses (M.A.)"
"Lorimier","Sylvie de","Differences in the quality and affective content of pretend play as a function of relational status, age and socioemotional functioning ","1993","http://clues.concordia.ca/search/c?SEARCH=BF 717 L67 1993","xii, 187 leaves ; 29 cm.","Theses (Ph.D.)"
"Loring","Tamara","A yes/no vocabulary test in a university placement setting ","1995","http://clues.concordia.ca/search/c?SEARCH=PE 1114 L67 1995","xi, 138 leaves ; 29 cm.","Theses (M.A.)"
"Lorito","Jeannette","What's lost already ","2004","http://clues.concordia.ca/search/c?SEARCH=PS 8573 O75W43 2004","vi, 7-73 leaves ; 29 cm.","M.A."
"Lorkovic","Edvard","Facing inequality : Rawls, Sen and Cohen on the space of egalitarian justice ","1999","http://clues.concordia.ca/search/c?SEARCH=JC 578 L67 1999","vi, 83 leaves ; 29 cm.","Theses (M.A.)"
"Lorterapong","Pasit","Fuzzy project-network scheduling under resource constraints ","1995","http://clues.concordia.ca/search/c?SEARCH=TH 438.4 L67 1995","xxx, 285 leaves : ill. ; 29 cm.","Theses (Ph.D.)"
"Lory","Nadège","Analysis of gene expression in Aspergillus niger using microarray technology ","2003","http://clues.concordia.ca/search/c?SEARCH=QK 625 M7L67 2003","xv, 131 leaves : ill. ; 29 cm.","Theses (M.Sc.)"
"Losier","Renée","Façades en fonte à Montréal : aspects technologique et stylistique ","1984","http://clues.concordia.ca/search/c?SEARCH=NA 2840 L46+ 1984","xi, 153 leaves : ill., facsims. ; 29 cm.","Theses (M.A.)"
"Lou","You-shi","Existence and approximation of absolutely continuous measures invariant under higher dimensional transformations ","1991","http://clues.concordia.ca/search/c?SEARCH=QA 385 L87 1991","vii, 134 leaves : ill. ; 29 cm.","Theses (Ph.D.)"
"Lou","Youchen","VDM/C++ : a design and implementation framework ","1994","http://clues.concordia.ca/search/c?SEARCH=QA 76.76 D47L74 1994","ix, 126 leaves : ill. ; 29 cm.","Theses (M.Comp.Sc.)"
"Lou","Yiping","The role of social context when learning with computer technology : a series of meta-analysis ","1998","http://clues.concordia.ca/search/c?SEARCH=LB 1028.43 L68 1998","x, 182 leaves ; 29 cm.","Theses (Ph.D.)"
"Lou","Viviana","The impact of the September 11, 2001 terrorist attacks on US insurers' use of derivatives ","2006","http://clues.concordia.ca/search/c?SEARCH=LE 3 C66F56M 2006 L68","ix, 125 leaves ; 29 cm.","M. Sc. Admin."
"Loud","Lester","Power system generation expansion optimization using a probabilistic screening curves- branch and bound hybrid ","1988","http://clues.concordia.ca/search/c?SEARCH=TK 1005 L7X 1988","xi, 172 leaves : ill. ; 29 cm.","Theses (M.Eng.)"
"Louis","Marie-Emilie","De la rencontre du personnage clownesque à la rencontre de soi : une recherche avec un groupe de femmes incarcérées lors d'un atelier de drama-thérapie ","2010","http://clues.concordia.ca/search/c?SEARCH=RC 489 A7C6+ 2010 no.15","vii, 71 leaves : ill. ; 29 cm.","M.A."
"Lovell-Schenk","Susan","The substrate for prefrontal cortical self-stimulation : a psychophysical investigation ","1982","http://clues.concordia.ca/search/c?SEARCH=QP 388 L68X 1982","106 leaves : ill. ; 29 cm.","Theses (Ph.D.)"
"Lovitt","Sean","The book, the mirror, and the living dead : necromancy and the early modern period ","2009","http://clues.concordia.ca/search/c?SEARCH=LE 3 C66E54M 2009 L68","v, 119 leaves ; 29 cm.","M.A."
"Low","Jacqueline","Work, it's good for your health : power, morality and individuals' subjective perceptions of health status ","1992","http://clues.concordia.ca/search/c?SEARCH=R 727.3 L7 1992","vii, 113 leaves ; 29 cm.","Theses (M.A.)"
"Lowensteyn","Johanna H","A social history of the Dutch in Quebec ","1986","http://clues.concordia.ca/search/c?SEARCH=FC 2950 D9L68X 1986","vi, 157 leaves ; 29 cm.","Theses (M.A.)"
"Lowensteyn","Wanda","Art as a school subject : some junior high school student attitudes ","1990","http://clues.concordia.ca/search/c?SEARCH=N 363 L7 1990","iv, 37 leaves ; 29 cm.","Theses (M.A.)"
"Lowenthal","Marla S","A paradoxical press : an analysis of the American military's European Stars and stripes ","1987","http://clues.concordia.ca/search/c?SEARCH=PN 4888 A7S856X 1987","217 leaves : ill., facsims. ; 29 cm.","Theses (M.A.)"
"Lowerison","Gretchen","Intrinsic motivation, cooperative learning and perceived competence ","1989","http://clues.concordia.ca/search/c?SEARCH=LB 1032 L7X 1989","xiii, 218 leaves ; 29 cm.","Theses (M.A.)"
"Lowerison","Gretchen Wentzell","Using wikis to support learning in post-secondary economics ","2009","http://clues.concordia.ca/search/c?SEARCH=LE 3 C66E38P 2009 L69","xv, 282 leaves : ill. ; 29 cm.","Ph.D."
"Lowery","Susan Jane","The Art Gallery of Toronto : pattern and process of growth : 1872 to 1966 ","1985","http://clues.concordia.ca/search/c?SEARCH=N 910 T6L68X 1985","ix, 213 leaves : ill. ; 29 cm.","Theses (M.A.)"
"Loya","Virendra","The effect of microstructure on the permeability of metal foams ","2005","http://clues.concordia.ca/search/c?SEARCH=LE 3 C66M43M 2005 L69","xiii, 91 leaves : ill. ; 29 cm.","M.A. Sc."
"Loyola-Nazareth","Dev","The ""Deliberate belief"" : reflections between The book of the duchess and Heart of darkness ","1984","http://clues.concordia.ca/search/c?SEARCH=PR 1863 L68X 1984","99 leaves ; 29 cm.","Theses (M.A.)"
"Loza","Kamal Fahmy","Sensitivity studies of generalized gyrator circuits. --","1971","http://clues.concordia.ca/search/c?SEARCH=TK 3001 L6","55 leaves : ill.","Theses (M.Eng.)"
"Lu","Jianping","On the formal verification of ATM switches ","1999","http://clues.concordia.ca/search/c?SEARCH=TK 5105.35 L82 1999","viii, 148 leaves : ill. ; 29 cm.","Theses (M.A.Sc.)"
"Lu","Ji","User interface agents in electronic commerce applications ","1999","http://clues.concordia.ca/search/c?SEARCH=QA 76.9 U83L82 1999","ix, 84 leaves : ill. ; 29 cm.","Theses (M.Comp.Sc.)"
"Lu","Yi","Periodicity and ruin probabilities for compound non-homogeneous poisson processes ","2001","http://clues.concordia.ca/search/c?SEARCH=QA 274.42 L82 2001","viii, 61 leaves : ill. ; 29 cm.","Theses (M.Sc.)"
"Lu","Xiao Zhi","A comparative study of fairness in wireless MAC protocols ","2003","http://clues.concordia.ca/search/c?SEARCH=QA 76 M26+ 2003 no.13","x, 60 leaves : ill. ; 29 cm.","Major reports (M.Comp.Sc.)"
"Lu","Yukui","Web site analyzer : implementation ","2003","http://clues.concordia.ca/search/c?SEARCH=QA 76 M26+ 2003 no.24","vi, 58 leaves : ill. ; 29 cm.","Major reports (M.Comp.Sc.)"
"Lu","Jiang","Design of Ethernet based real-time distributed systems ","2004","http://clues.concordia.ca/search/c?SEARCH=TK 5105.8 E83L8 2004","xvii, 145 leaves : ill. ; 29 cm.","M.A. Sc."
"Lu","Ying","OntoXpl : exploration of OWL ontologies ","2004","http://clues.concordia.ca/search/c?SEARCH=QA 76.76 H94L8 2004","x, 119 leaves : ill. ; 29 cm.","M. Comp. Sc."
"Lu","Bo","Developing the distributed component of a framework for processing intensional programming languages ","2004","http://clues.concordia.ca/search/c?SEARCH=QA 76.73 L83L8 2004","ix, 137 leaves : ill. ; 29 cm.","Ph. D."
"Lu","Lin","Silica nanoboxes as new nano-structured materials : their secondary synthesis from alumina-rich zeolites ","2005","http://clues.concordia.ca/search/c?SEARCH=LE 3 C66C54M 2005 L8","xvi, 119 leaves : ill. ; 29 cm.","M. Sc."
"Lu","Yi","On periodic and Markovian non-homogeneous Poisson processes and their application in risk theory ","2005","http://clues.concordia.ca/search/c?SEARCH=QA 274.42 L83 2005","xiv, 184 leaves : ill. ; 29 cm.","M.A."
"Lu","Ying","Cross-border block share purchases and transfer of corporate governance ","2005","http://clues.concordia.ca/search/c?SEARCH=HD 2741 L8 2005","viii, 71 leaves : ill. ; 29 cm.","M. Sc. Admin."
"Lu","Guoqing","Making sense of microarray data : development of an integrated bioinformatics tool ","2005","http://clues.concordia.ca/search/c?SEARCH=QH 324.2 L8 2005","ix, 88 leaves : ill. ; 29 cm.","M. Comp. Sc."
"Lu","Ying","Canadian business trust conversions ","2006","http://clues.concordia.ca/search/c?SEARCH=LE 3 C66F56M 2006 L8","vii, 49 leaves : ill. ; 29 cm.","Theses (M. Sc. Admin.)"
"Lu","Qing","OntoKBEval : a support tool for OWL ontology evaluation ","2006","http://clues.concordia.ca/search/c?SEARCH=LE 3 C66C67M 2006 L8","ix, 99 leaves : ill. ; 29 cm.","M. Comp. Sc."
"Lu","Lucy","""I don't know where is me"" : lost and found in art therapy- a transcultural approach exploring cultural bereavement, trauma, and grief ","2007","http://clues.concordia.ca/search/c?SEARCH=RC 489 A7C6+ 2007 no.17","95 leaves : ill. ; 29 cm.","M.A."
"Lu","Shuo","Architecture design and access control of e-health portals ","2008","http://clues.concordia.ca/search/c?SEARCH=LE 3 C66C67M 2008 L8","xi, 68 leaves ; 29 cm.","M. Comp. Sc."
"Lu","Yang","Efficient simulation of lens distortion in OpenGL ","2008","http://clues.concordia.ca/search/c?SEARCH=LE 3 C66C67M 2008 L829","x, 52 leaves : ill. ; 29 cm.","M. Comp. Sc."
"Luciano","Lorenzo","An automated multimodal face recognition system based on fusion of face and ear ","2009","http://clues.concordia.ca/search/c?SEARCH=LE 3 C66C67M 2009 L82","xii, 83 leaves : ill. ; 29 cm.","M. Comp. Sc."
"Lucking","William Michael","Analysis of edge problems in statically-loaded fiber-reinforced laminated plates by linear elastic theory ","1989","http://clues.concordia.ca/search/c?SEARCH=TA 418.9 L3L8X 1989","xxi, 296 leaves : ill. ; 29 cm.","Theses (Ph.D.)"
"Luger","Moberley","Ragtime for beginners ","2004","http://clues.concordia.ca/search/c?SEARCH=PS 8573 U534L84 2004","vi, 54 leaves ; 29 cm.","M.A."
"Luk","Yue-Leung","An experimental investigation on the thermal performance of a flat solar collector ","1977","http://clues.concordia.ca/search/c?SEARCH=TJ 810 L8X","vi, 29 leaves : ill., graphs ; 28 cm.","Theses (M.Eng.)"
"Lukaitis","Katrina Marie","Disassembling the canvas : a visual analysis of marine ex-voto images from eighteenth century Quebec and France ","2010","http://clues.concordia.ca/search/c?SEARCH=LE 3 C66A35M 2010 L85","vi, 57 leaves : ill. ; 29 cm.","M.A."
"Lulham","George W","The effect of subacute mirex administration on the acute inhalation toxicity of parathion in the rat ","1983","http://clues.concordia.ca/search/c?SEARCH=QH 545 P4L84X 1983","ix, 83 leaves : ill. ; 29 cm.","Theses (M.Sc.)"
"Lundgren","Jodi","Jade ","1993","http://clues.concordia.ca/search/c?SEARCH=PS 8573 U58J3 1993","v, 100 leaves ; 29 cm.","Theses (M.A.)"
"Lundgren-Cayrol","Karin","A conceptual analysis of educational technology : the professional versus the student model, 1968-1989 ","1990","http://clues.concordia.ca/search/c?SEARCH=LB 1028.3 L85 1990","vii, 161 leaves : ill. ; 29 cm.","Theses (M.A.)"
"Lundgren-Cayrol","Karin M.","Computer-conferencing : a collaborative learning environment for distance education students ","1996","http://clues.concordia.ca/search/c?SEARCH=LB 1028.3 L852 1996","xiii, 208 leaves : ill, ; 29 cm.","Theses (Ph.D.)"
"Lunetta","Jacqueline F","The stereoselective synthesis of a novel aromatic peptide nucleic acid (APNA) oligomer ","1997","http://clues.concordia.ca/search/c?SEARCH=QD 382 O43L86 1997","xiii, 95 leaves : ill. ; 29 cm.","Theses (M.Sc.)"
"Lunn","Forrest","The postmodern doctrine ","1992","http://clues.concordia.ca/search/c?SEARCH=B 831.2 L85 1992","ix, 250 leaves ; 29 cm.","Theses (M.A.)"
"Luo","Frank Jin Ye","A diagnostic method for non-deterministic finite state machines ","1996","http://clues.concordia.ca/search/c?SEARCH=TK 5105.55 L86 1996","xi, 108 leaves : ill. ; 29 cm.","Theses (M.Comp.Sc.)"
"Luo","Ling","A new z - domain continued fraction expansion and its use in the generation of stable transfer functions ","2003","http://clues.concordia.ca/search/c?SEARCH=QA 295 L86 2003","x, 102 leaves : ill. ; 29 cm.","Theses (M.A.Sc.)"
"Luo","Sheng","Relative performance analyses of articulated vehicles with multiple conventional, liftable and self-steering axles ","2004","http://clues.concordia.ca/search/c?SEARCH=TL 230.2 L86 2004","xviii, 171 leaves : ill. ; 29 cm.","M.A. Sc."
